2.565867828182766175e+02 1.877060666506586983e+01 3.585097805033418012e+02 1.837953454686656016e+02 1.478880762755968981e+01 1.631024742525634110e+02 5.732289189177586053e+01 -5.800372880003124010e-01
2.938205755803738271e+02 2.150513460648357977e+02 3.100000000000000000e+02 1.974595287078597039e+02 1.720115978434502979e-01 1.301362308324867989e+01 9.268991349249856171e+01 -5.615235049990587868e-01
2.456238474980046931e+02 2.196516924206991916e+02 1.239184119361530065e+02 1.398366921224593966e+02 6.973909067648489213e+01 2.052796407642435952e+02 0.000000000000000000e+00 -5.134818799997447059e-01
2.606814767730626841e+02 1.565237234380595908e+02 9.156157817981690528e+01 7.350551845009206886e+01 4.473791679024205337e+01 2.040884145283577027e+02 2.407817694465117881e+02 -5.096250460010196548e-01
2.424242074120338941e+02 2.814467711203806743e+02 3.507297026123333126e+02 1.648408872067782909e+02 1.985441143505466925e+02 1.663140155614970013e+02 8.351673383752471125e+01 -5.063871499987726565e-01
0.000000000000000000e+00 5.059378711093476966e+01 2.971130420675518167e+02 2.886560212452478140e+02 1.638483820976715890e+02 1.491370576717540075e+02 1.400329063954586957e+02 -4.794287730001087766e-01
9.465492470661658331e+01 5.826744840896942179e+01 7.638146025820829266e+01 9.710535067425155376e+01 1.928976071545451134e+02 3.542259050350236862e+02 4.166405290061810263e+01 -4.767348540008242708e-01
6.251201035238498349e+01 2.219966836481083874e+02 8.711583940594762510e+01 2.569005399005271784e+02 1.035720120528663983e+02 1.500890637348676080e+02 3.002170237345151804e+02 -4.761863470012031030e-01
2.656992738619986767e+02 3.180295470021312099e+02 2.496557241922731123e+02 1.430550364988393994e+02 1.041953242303033988e+01 1.877336576481521888e+02 2.263994943081870872e+02 -4.704290890003903769e-01
2.802900792206164127e+01 2.603595474596007762e+02 1.103050416877728992e+02 1.572435328751834902e+02 2.001035488191027980e+02 1.735204075594151902e+02 2.246172505493040035e+02 -4.407966500002657995e-01
2.576346433762474817e+02 2.699879318417017089e+02 2.395889822914830916e+02 2.773404181562469830e+02 1.977852345300696868e+02 8.187612118293625230e+00 1.387194172128513969e+02 -4.378684469993459061e-01
2.395011033903010969e+02 2.230035786370044946e+02 2.868993305255423820e+02 7.135363774556209648e+01 7.355081945316953806e+01 3.108836055749669036e+00 8.875666986165154526e+01 -4.331758740008808672e-01
2.865419994001208011e+02 2.908480666717870236e+02 5.133500692908177143e+01 1.560105391597923870e+02 1.303079808877818095e+02 1.605623897593122962e+01 4.716459761960170738e+01 -4.270624870005121920e-01
1.078284797269958943e+02 3.565328939830199317e+01 2.605603448687771788e+02 2.447434278452481919e+02 1.372018494630819134e+02 1.949486729585721889e+02 1.930390259933695063e+02 -4.208313659983105026e-01
1.118791604872310046e+02 3.203915207208630136e+02 2.246623014843494914e+01 2.894438955400705140e+02 1.455856800317324939e+02 1.592304757825214949e+02 3.116217990498835206e+02 -4.171941259992308915e-01
2.534640331479355950e+02 2.075140225418639943e+02 4.909640147042979663e+01 1.375850596587148118e+02 4.997138864318105078e+01 3.507446519013354873e+02 2.717336259366595073e+02 -4.076228740013903007e-01
2.699412231428203199e+02 3.155713278467516147e+02 9.369422283920977179e+01 1.770153874392368891e+02 3.559454789411756224e+02 2.941245215945943059e+01 6.184848765980459717e+01 -4.063247699996281881e-01
2.172690934511061016e+02 2.519448081769469070e+02 3.100000000000000000e+02 2.879630621249336855e+02 3.050799440769865214e+02 1.752270117052561034e+02 1.748502143975157992e+02 -4.035778420002316125e-01
