1.932817399111071950e+02 8.611294122003708651e+01 8.782812737583689966e+01 2.796122592117723116e+02 3.505950428731438251e+02 1.058590912773945973e+02 2.266952016921107997e+02 1.692165787400014949e+02 3.674310223080851756e+01 -3.620254320012463722e-01
1.731751076318961111e+02 2.501211440910718125e+02 3.175261476071962079e+02 2.886889059756679785e+02 2.713021809839469256e+02 2.618034973872671003e+02 1.554598702652968996e+02 1.864712872189601001e+02 1.409538393735998909e+02 -3.607362199982162565e-01
3.001946854865049090e+02 1.041691638971625054e+02 4.677886234555614031e+00 9.408193494002500756e+01 2.374330240058203003e+02 7.122332560799382861e+01 3.067433195315675221e+02 0.000000000000000000e+00 2.703389144384585734e+02 -1.864863219998369459e-01
1.064736315985305026e+02 1.589132889510013911e+02 4.107506183100694841e+01 1.100923750930364946e+02 1.090057839967120970e+02 2.224191159356996081e+02 2.220612102459560049e+02 2.481546597676825172e+01 2.802691128833743051e+02 -1.654227510007331148e-01
2.345985008571728088e+02 1.512670622762842925e+02 1.234289314038090026e+02 2.189850268077458963e+02 2.724913638428109834e+02 1.708580714318248965e+02 2.407906646787957925e+02 1.673459397249264100e+02 3.099962538003214831e+02 -1.254206060002616141e-01
2.796902296828088197e+02 1.568203399405608138e+02 2.903869543949239187e+02 1.903319670300415964e+02 3.520911744696782080e+02 2.404883689524268107e+02 2.885518857122780787e+02 0.000000000000000000e+00 9.483570215060960606e+01 -1.207375779995345511e-01
1.800000000000000000e+02 1.800000000000000000e+02 1.300000000000000000e+02 1.300000000000000000e+02 1.800000000000000000e+02 1.300000000000000000e+02 1.800000000000000000e+02 1.800000000000000000e+02 1.300000000000000000e+02 -1.124563640005362686e-01
2.381097170367924889e+02 2.014919012303886916e+02 2.636110143690494283e+02 2.250839868535541086e+02 2.091864118575450959e+02 8.104005356934601423e+01 2.561808651039025904e+02 0.000000000000000000e+00 5.504151709089644839e+01 -9.683445200062124059e-02
1.800934804905926114e+02 1.077088480949909979e+02 3.401104634392704895e+01 1.218834950688019063e+02 4.919432030564298941e+01 1.219354831876941034e+02 3.229325192619551217e+02 1.696647406484784142e+02 8.900266668939174508e+01 -8.761873999901581556e-02
3.271708432428823130e+02 1.410520622171657976e+02 2.661094801164567869e+01 2.291837516615848074e+02 3.516328766230354859e+02 1.085897858057172982e+02 3.287403649550918203e+02 1.666485706652956083e+02 3.534359617188398062e+01 -4.633185399870853871e-02
3.237454684622405239e+02 3.076447766745799868e+02 1.159162119773353936e+02 1.000113832465590065e+02 3.574518125272088014e+02 1.838943294906214874e+02 3.370609824066328883e+02 1.608774341770134129e+02 2.381212166339477108e+02 -4.334595299951615743e-02
2.154407699045092102e+02 1.554751358137791044e+02 3.479027652485423800e+02 2.149091839143970049e+02 1.345429151728681063e+02 1.108102274133449043e+02 2.403036883665236871e+02 1.828071350234143893e+02 2.703332361381657734e+02 -3.713918400171678513e-02
2.994125741541552088e+02 1.495446059207598921e+02 3.845836008845652998e+01 1.600658227953965138e+02 4.982899330990397146e+01 1.021892361797501962e+02 3.116890479244398762e+02 3.493852993491838106e+02 2.037812981933919900e+02 6.018099993525538594e-04
2.973905236719941172e+02 9.822433429571626107e+01 1.340587568229379078e+00 2.568435331989643942e+02 2.836362411573256281e+02 1.167108065470143998e+02 3.144552768765345832e+02 2.181698155323489061e+02 2.197683705644631971e+02 1.822727001126622781e-03
2.749472246863247733e+02 1.312840443557948902e+02 3.543331448323462496e+02 1.167223965196032935e+02 2.961120108124629837e+02 1.406842383209767888e+02 2.332294409072204076e+02 1.754532986000382095e+02 1.984935946461430945e+01 8.349727999302558601e-03
3.280548762038936275e+02 1.533711439016381917e+02 9.105814654449496004e+01 2.320823193931173876e+02 2.060698398914356062e+02 1.526900435837831935e+02 3.387229670193048037e+02 1.387250634897150974e+02 2.496642784691879910e+02 1.212058400051319040e-02
1.899482490364792966e+02 3.104906253459216146e+02 1.276533205694115054e+02 1.240134063523472037e+02 8.331605331945499415e+01 1.595346871846597026e+02 2.710886507579873950e+01 1.281629023887763026e+02 2.781478813974185869e+02 1.344826200147508644e-02
2.324748362840996094e+02 3.312518037589874780e+02 1.079858528412752037e+02 2.038825107492814084e+02 3.418080176338825282e+01 9.838887782752819078e+01 2.638188471438404008e+02 1.899041794831005063e+02 1.441499890240577884e+02 2.204933499888284132e-02
2.355303270230054125e+02 1.879688778401394984e+02 3.100000000000000000e+02 1.985105915580097076e+02 1.919736983903302985e+02 1.599034034510696074e+02 2.729889503960189927e+02 2.099682053180663956e+02 1.146791196275781033e+02 2.691534800032968633e-02
2.829438245936079852e+02 1.838861413505148050e+02 5.082036795592132705e+01 1.233386243619926006e+02 1.567427018243708972e+02 2.808599305682483873e+02 2.872650391821915719e+02 0.000000000000000000e+00 9.273483033026916189e+01 2.829065599871682934e-02
3.405738727033752866e+02 1.132965767630007008e+02 9.409903405592983461e+01 1.029993450282964034e+02 1.585845929886775991e+02 9.163427749471209438e+01 3.499498534862789256e+02 1.390508416374192109e+02 2.964216982395328159e+02 2.999792899936437607e-02
2.764849234089251127e+02 3.099812303386036092e+02 2.787814706533542903e+02 2.056457369272951894e+02 3.968007731308058794e+01 1.788409132763941898e+02 2.692080929378257110e+02 0.000000000000000000e+00 1.416430860736321904e+02 3.528554600052302703e-02
2.031592383872670098e+02 1.444490016332709956e+02 3.760299061276091948e+01 2.828360339032586239e+02 1.980997214605924057e+02 1.817295503248805915e+02 2.110453890257892908e+02 3.023983725740323081e+01 3.312064687261030826e+02 3.558464600064326078e-02
2.352947405912995009e+02 1.352193109797887018e+02 6.475426386584514660e+01 2.732018298030712913e+02 2.311005322329239107e+02 8.388316752839205037e+01 2.525606112036167872e+02 1.389277347285423900e+02 1.122692120873395965e+02 4.041237899946281686e-02
3.284830343651997282e+02 1.841662610438555987e+02 6.862657828455797926e+01 1.480484441495324006e+02 2.104525241974945970e+02 8.667859763272704754e+01 3.158164631853235278e+02 3.219830046235608165e+02 3.100000000000000000e+02 4.184888199961278588e-02
2.579218481825993194e+02 9.641081553698481343e+01 6.686836362507084175e+01 3.216718508404875934e+02 3.008661561320628834e+02 2.022144941168531034e+02 2.547799854590396933e+02 1.890510452648871080e+02 2.229070182824590916e+02 4.932390999965718947e-02
2.554913867555116980e+01 9.110468143835527144e+01 8.176347269702033316e+01 1.064995492532888051e+02 1.700087295894373085e+02 1.225626566465299021e+02 3.180420938767219923e+02 6.068145170310494052e+00 1.235364636275607069e+02 4.973259300095378421e-02
1.857427666255620125e+02 2.917950048079981116e+02 1.320749321019233093e+02 2.054517634082519066e+02 4.156361102511421279e+01 1.726781816205412099e+02 1.662696329414224010e+02 7.287299567358829222e+01 3.100000000000000000e+02 5.619255700003122911e-02
1.023638513844162929e+02 4.955253969109052292e+01 2.113086765575362946e+01 2.479608352246683012e+02 6.281312423111606336e+01 4.835650276599618280e+01 5.944722452090835674e+01 1.650697467964866121e+02 4.709297549064996247e+01 5.969650200131582096e-02
2.700739198255167253e+02 7.413053245228167043e+01 7.607974704155660106e+01 2.065550206241705098e+02 3.587968422073353167e+02 1.496754684414617884e+02 2.555511891132829874e+02 1.863319563765562066e+02 2.043479152238711904e+01 6.378249499903176911e-02
2.978060110076878004e+02 1.505602794337362127e+02 8.994078960050777027e+01 2.278193270096595029e+02 1.468449810554620001e+02 6.471729984742256647e+01 2.953695212419884797e+02 3.559873725514665921e+02 1.624859055267542942e+02 6.637742699967930093e-02
3.124427635478937759e+02 9.744685209888471888e+01 8.313252982595629703e+01 2.506481448748677110e+02 3.796816967959473743e+01 1.089437479128670958e+02 3.079688813017667144e+02 1.913522961554575090e+02 2.674543156417665273e+02 7.277798400173196569e-02
3.234580322224405791e+02 1.030061392142683019e+02 4.296559628039334200e+01 2.522695497589147919e+02 0.000000000000000000e+00 2.343409272038645099e+02 2.760813269534411916e+02 2.024685777929101107e+02 1.681451996533195086e+02 8.775425799831282347e-02
3.355552156560971184e+02 1.436968313171551870e+02 1.265660620398166003e+02 1.382389034642735908e+02 8.292395830179756899e+01 1.315490959884421898e+02 3.262808803295832831e+02 2.244589577774674893e+01 2.798503350443189106e+02 9.929344199917977676e-02
3.178075780411635947e+02 1.751047224236862121e+02 2.030819642354531140e+02 1.827214801376879905e+02 2.103744665254695860e+02 2.254907391890380097e+02 3.374647162148951907e+02 1.907403387924331923e+02 3.310483176211615728e+02 1.015231609999318607e-01
2.438161178106026910e+02 2.982825014136836899e+02 6.723460949336933368e+01 1.380096138217573980e+02 1.907192368961243005e+02 1.744905023499134984e+02 2.201424645490344005e+02 1.721151123199686026e+02 1.985514517363700975e+02 1.015239560001646169e-01
5.305782789245720110e+00 9.842454892730536642e+01 1.276690763168737988e+02 7.942962591045576914e+01 2.210106987316162872e+02 1.094318603071648965e+02 3.510616966298658213e+02 3.063158598387897058e+01 2.237484299082013024e+02 1.041774270015594084e-01
3.253740236946584901e+02 3.067068244287214043e+02 3.498510190281168093e+02 1.550768045032812097e+02 2.343272473897453878e+01 1.299445043341490873e+02 0.000000000000000000e+00 1.587087631919401076e+02 7.768391698783588595e+01 1.088656300016737077e-01
2.427733527297654916e+02 1.667071351035382918e+02 9.674624127218663716e+01 1.531417966097397141e+02 7.942181724844046187e+01 1.612244779136271120e+02 2.476651787432685126e+02 2.093595293861579023e+02 1.272592366760361955e+02 1.096242560015525669e-01
8.302402750091000883e+01 6.973618827625463723e+01 3.153648045684691397e+02 2.536676455050794914e+02 2.898714793603700741e+02 2.023618833419270118e+02 2.011252025664554139e+02 1.480589320553665971e+02 1.595982092015464093e-01 1.204940749994420912e-01
2.168297487356554996e+02 3.015116508612514963e+02 2.973432224906542842e+02 2.804541665760048090e+02 0.000000000000000000e+00 2.845443696287771900e+02 2.375906833600878088e+02 0.000000000000000000e+00 8.668850636660849318e+01 1.234099969988164958e-01
2.265284660862747046e+02 1.033822894226206017e+02 4.595588335692325188e+01 1.554473598794990892e+02 0.000000000000000000e+00 2.107397607108487989e+02 2.529176362107548925e+02 2.275019044723580066e+02 2.625929308746103743e+02 1.271174069988774136e-01
6.947134355650815962e+01 1.287699849146783038e+02 2.557732539386078088e+02 2.058641118283007927e+02 2.816531001783964143e+02 8.863476602934736093e+01 3.367185168244930082e+01 2.097243819108797140e+02 3.416004951806999088e+02 1.379958249999617692e-01
3.575679477014123222e+02 1.549269039617092858e+02 9.376001284589710849e+01 1.649813896369452948e+02 2.791257507219722243e+02 1.258070570749670054e+02 2.254301545170474128e+02 1.722345273638009076e+02 1.148333837712559955e+02 1.410225270010414533e-01
2.971216196847203719e+02 1.817469801718920053e+02 2.718775331222869909e+02 1.306119878733371138e+02 2.657465249344351719e+02 1.302307235054711043e+02 4.623461186367021725e+01 1.682944631356604930e+02 1.249382673850760028e+01 1.427877700007229578e-01
2.696497742252935836e+02 8.002880878676668885e+01 3.974687026031090653e+01 1.181913014817749996e+02 1.613666257624857963e+02 2.634189031226081283e+02 2.647466141467525063e+02 4.192514765937544752e+01 3.036294580312286939e+02 1.461255540016281884e-01
